l1x, l1y, l1z, l2x, l2y, l2z, l3x, l3y, l3z, l4x, l4y, l4z, l5x, l5y, l5z, l6x, l6y, l6z 
278.503, -14.7278, -269.999, 122.27, 255.876, -240.371, -126.497, 219.099, -270.001, -282.73, 22.0493, -240.371, -126.497, -248.555, -269.999, 122.27, -211.777, -240.371, 
279.298, -16.1048, -269.999, 121.211, 257.709, -242.168, -125.702, 217.722, -270.001, -283.788, 23.8826, -242.168, -125.702, -249.931, -269.999, 121.211, -209.944, -242.168, 
280.261, -17.7733, -269.999, 119.975, 259.85, -244.447, -124.739, 216.054, -270.001, -285.025, 26.0237, -244.447, -124.738, -251.6, -269.999, 119.975, -207.803, -244.447, 
281.045, -19.1307, -269.999, 119.01, 261.522, -246.363, -123.955, 214.696, -270.001, -285.99, 27.6957, -246.363, -123.955, -252.957, -269.999, 119.01, -206.131, -246.363, 
281.868, -20.5568, -269.999, 118.037, 263.207, -248.414, -123.132, 213.27, -270.001, -286.962, 29.3799, -248.414, -123.131, -254.384, -269.999, 118.037, -204.447, -248.414, 
282.568, -21.7686, -269.999, 117.247, 264.576, -250.171, -122.432, 212.058, -270.001, -287.753, 30.7494, -250.171, -122.432, -255.595, -269.999, 117.247, -203.077, -250.171, 
283.212, -22.885, -269.999, 116.549, 265.785, -251.788, -121.787, 210.942, -270.001, -288.451, 31.9585, -251.788, -121.787, -256.712, -269.999, 116.549, -201.868, -251.788, 
283.838, -23.9682, -269.999, 115.9, 266.908, -253.346, -121.162, 209.859, -270.001, -289.099, 33.0815, -253.346, -121.162, -257.795, -269.999, 115.9, -200.745, -253.346, 
284.424, -24.9839, -269.999, 115.319, 267.915, -254.789, -120.576, 208.843, -270.001, -289.681, 34.0883, -254.789, -120.575, -258.811, -269.999, 115.319, -199.738, -254.789, 
285.144, -26.2312, -269.999, 114.642, 269.088, -256.524, -119.855, 207.596, -270.001, -290.358, 35.2611, -256.524, -119.855, -260.058, -269.999, 114.642, -198.566, -256.524, 
285.737, -27.2584, -269.999, 114.115, 270, -257.914, -119.262, 206.568, -270.001, -290.884, 36.173, -257.914, -119.262, -261.085, -269.999, 114.115, -197.654, -257.914, 
286.275, -28.1893, -269.999, 113.663, 270.783, -259.135, -118.725, 205.638, -270.001, -291.336, 36.9561, -259.136, -118.725, -262.016, -269.999, 113.663, -196.871, -259.135, 
287.029, -29.4955, -269.999, 113.07, 271.81, -260.778, -117.971, 204.331, -270.001, -291.93, 37.9834, -260.778, -117.971, -263.322, -269.999, 113.07, -195.843, -260.778, 
287.714, -30.6815, -269.999, 112.574, 272.669, -262.186, -117.286, 203.145, -270.001, -292.425, 38.8425, -262.186, -117.286, -264.508, -269.999, 112.574, -194.984, -262.186, 
288.461, -31.9751, -269.999, 112.081, 273.524, -263.618, -116.539, 201.852, -270.001, -292.919, 39.6974, -263.618, -116.539, -265.802, -269.999, 112.081, -194.129, -263.618, 
289.131, -33.1356, -269.999, 111.681, 274.217, -264.802, -115.869, 200.691, -270.001, -293.319, 40.3902, -264.802, -115.869, -266.962, -269.999, 111.681, -193.437, -264.802, 
289.95, -34.5549, -269.999, 111.248, 274.967, -266.106, -115.05, 199.272, -270.001, -293.752, 41.1399, -266.106, -115.05, -268.382, -269.999, 111.248, -192.687, -266.106, 
290.61, -35.6987, -269.999, 110.945, 275.492, -267.033, -114.389, 198.128, -270.001, -294.055, 41.6649, -267.033, -114.389, -269.525, -269.999, 110.945, -192.162, -267.033, 
291.223, -36.7604, -269.999, 110.7, 275.915, -267.789, -113.776, 197.066, -270.001, -294.299, 42.0879, -267.789, -113.776, -270.587, -269.999, 110.7, -191.739, -267.789, 
291.932, -37.9886, -269.999, 110.463, 276.326, -268.532, -113.067, 195.838, -270.001, -294.537, 42.4995, -268.532, -113.067, -271.815, -269.999, 110.463, -191.327, -268.532, 
292.685, -39.2912, -269.999, 110.264, 276.671, -269.159, -112.315, 194.536, -270.001, -294.736, 42.8438, -269.159, -112.315, -273.118, -269.999, 110.264, -190.983, -269.159, 
293.32, -40.3921, -269.999, 110.139, 276.887, -269.556, -111.68, 193.435, -270.001, -294.861, 43.0603, -269.556, -111.679, -274.219, -269.999, 110.139, -190.766, -269.556, 
293.96, -41.5, -269.999, 110.053, 277.035, -269.829, -111.04, 192.327, -270.001, -294.946, 43.2088, -269.829, -111.04, -275.327, -269.999, 110.053, -190.618, -269.829, 
294.549, -42.5208, -269.999, 110.01, 277.111, -269.967, -110.451, 191.306, -270.001, -294.99, 43.2838, -269.967, -110.45, -276.347, -269.999, 110.01, -190.543, -269.967, 
294.997, -43.296, -269.99, 110.246, 276.702, -270.001, -110.003, 190.531, -269.991, -294.754, 42.875, -270.001, -110.003, -277.123, -269.99, 110.246, -190.952, -269.999, 
294.953, -43.2198, -269.85, 110.977, 275.437, -270.001, -110.047, 190.607, -269.85, -294.023, 41.6095, -270.001, -110.047, -277.047, -269.85, 110.977, -192.217, -269.999, 
294.89, -43.1102, -269.648, 111.496, 274.537, -270.001, -110.11, 190.717, -269.648, -293.504, 40.71, -270.001, -110.11, -276.937, -269.648, 111.496, -193.117, -269.999, 
294.777, -42.9139, -269.288, 112.131, 273.438, -270.001, -110.224, 190.913, -269.288, -292.87, 39.611, -270.001, -110.224, -276.741, -269.288, 112.131, -194.216, -269.999, 
294.612, -42.6296, -268.769, 112.807, 272.266, -270.001, -110.388, 191.197, -268.769, -292.193, 38.4392, -270.001, -110.388, -276.457, -268.769, 112.807, -195.388, -269.999, 
294.399, -42.2597, -268.099, 113.498, 271.07, -270.001, -110.601, 191.567, -268.099, -291.502, 37.2427, -270.001, -110.601, -276.087, -268.099, 113.498, -196.584, -269.999, 
294.167, -41.8581, -267.379, 114.121, 269.991, -270.001, -110.833, 191.969, -267.379, -290.88, 36.1641, -270.001, -110.833, -275.685, -267.379, 114.121, -197.663, -269.999, 
293.886, -41.3709, -266.514, 114.77, 268.866, -270.001, -111.115, 192.456, -266.514, -290.23, 35.0391, -270.001, -111.115, -275.198, -266.514, 114.77, -198.788, -269.999, 
293.608, -40.8895, -265.669, 115.337, 267.884, -270.001, -111.393, 192.937, -265.669, -289.663, 34.0574, -270.001, -111.392, -274.717, -265.669, 115.337, -199.769, -269.999, 
293.207, -40.1955, -264.468, 116.065, 266.624, -270.001, -111.793, 193.631, -264.468, -288.936, 32.7971, -270.001, -111.793, -274.023, -264.468, 116.065, -201.03, -269.999, 
292.745, -39.395, -263.109, 116.812, 265.329, -270.001, -112.255, 194.432, -263.109, -288.188, 31.5022, -270.001, -112.255, -273.222, -263.109, 116.812, -202.325, -269.999, 
292.327, -38.6704, -261.902, 117.428, 264.263, -270.001, -112.674, 195.157, -261.902, -287.572, 30.4359, -270.001, -112.674, -272.497, -261.902, 117.428, -203.391, -269.999, 
291.856, -37.8556, -260.572, 118.068, 263.154, -270.001, -113.144, 195.971, -260.572, -286.932, 29.3268, -270.001, -113.144, -271.683, -260.572, 118.068, -204.5, -269.999, 
291.319, -36.9249, -259.087, 118.747, 261.978, -270.001, -113.682, 196.902, -259.087, -286.253, 28.1513, -270.001, -113.681, -270.752, -259.087, 118.747, -205.676, -269.999, 
290.731, -35.9072, -257.506, 119.439, 260.78, -270.001, -114.269, 197.92, -257.506, -285.561, 26.953, -270.001, -114.269, -269.734, -257.506, 119.439, -206.874, -269.999, 
290.085, -34.7872, -255.817, 120.152, 259.545, -270.001, -114.916, 199.04, -255.817, -284.848, 25.7179, -270.001, -114.916, -268.614, -255.817, 120.152, -208.109, -269.999, 
289.254, -33.3485, -253.726, 121.009, 258.06, -270.001, -115.746, 200.478, -253.726, -283.991, 24.2331, -270.001, -115.746, -267.176, -253.726, 121.009, -209.594, -269.999, 
288.348, -31.78, -251.546, 121.884, 256.544, -270.001, -116.652, 202.047, -251.546, -283.116, 22.7171, -270.001, -116.652, -265.607, -251.546, 121.884, -211.11, -269.999, 
287.53, -30.3618, -249.666, 122.633, 255.247, -270.001, -117.471, 203.465, -249.666, -282.367, 21.4204, -270.001, -117.471, -264.189, -249.666, 122.633, -212.406, -269.999, 
286.826, -29.1434, -248.12, 123.25, 254.18, -270.001, -118.174, 204.684, -248.12, -281.751, 20.3525, -270.001, -118.174, -262.97, -248.12, 123.249, -213.474, -269.999, 
285.096, -26.1474, -244.586, 124.682, 251.699, -270.001, -119.904, 207.68, -244.586, -280.319, 17.8718, -270.001, -119.904, -259.974, -244.586, 124.682, -215.955, -269.999, 
284.332, -24.8234, -243.146, 125.284, 250.656, -270.001, -120.668, 209.004, -243.146, -279.716, 16.8291, -270.001, -120.668, -258.65, -243.146, 125.284, -216.998, -269.999, 
283.25, -22.9493, -241.236, 126.11, 249.225, -270.001, -121.75, 210.878, -241.236, -278.89, 15.3984, -270.001, -121.75, -256.776, -241.236, 126.11, -218.428, -269.999, 
282.266, -21.2446, -239.629, 126.839, 247.963, -270.001, -122.735, 212.582, -239.629, -278.162, 14.1362, -270.001, -122.734, -255.072, -239.629, 126.838, -219.691, -269.999, 
281.124, -19.2667, -237.92, 127.661, 246.538, -270.001, -123.876, 214.56, -237.92, -277.339, 12.7113, -270.001, -123.876, -253.094, -237.92, 127.661, -221.115, -269.999, 
280.271, -17.7894, -236.752, 128.262, 245.498, -270.001, -124.729, 216.038, -236.752, -276.738, 11.6705, -270.001, -124.729, -251.616, -236.752, 128.262, -222.156, -269.999, 
279.425, -16.3247, -235.686, 128.848, 244.483, -270.001, -125.575, 217.502, -235.686, -276.152, 10.656, -270.001, -125.575, -250.152, -235.686, 128.848, -223.171, -269.999, 
278.555, -14.8176, -234.685, 129.442, 243.455, -270.001, -126.445, 219.009, -234.685, -275.559, 9.62774, -270.001, -126.445, -248.645, -234.685, 129.441, -224.199, -269.999, 
277.505, -12.9979, -233.605, 130.148, 242.231, -270.001, -127.496, 220.829, -233.605, -274.852, 8.40434, -270.001, -127.496, -246.825, -233.605, 130.148, -225.422, -269.999, 
276.11, -10.583, -232.39, 131.071, 240.633, -270.001, -128.89, 223.244, -232.39, -273.93, 6.80625, -270.001, -128.89, -244.41, -232.39, 131.07, -227.02, -269.999, 
275.067, -8.7761, -231.644, 131.752, 239.453, -270.001, -129.933, 225.051, -231.644, -273.248, 5.62607, -270.001, -129.933, -242.603, -231.644, 131.752, -228.201, -269.999, 
274.113, -7.1239, -231.083, 132.37, 238.383, -270.001, -130.887, 226.703, -231.083, -272.63, 4.55588, -270.001, -130.887, -240.951, -231.083, 132.37, -229.271, -269.999, 
273.074, -5.32347, -230.605, 133.038, 237.225, -270.001, -131.926, 228.503, -230.604, -271.962, 3.39757, -270.001, -131.927, -239.15, -230.605, 133.038, -230.429, -269.999, 
272.092, -3.62392, -230.281, 133.667, 236.137, -270.001, -132.908, 230.203, -230.28, -271.334, 2.3097, -270.001, -132.908, -237.451, -230.281, 133.666, -231.517, -269.999, 
270.756, -1.30898, -230.037, 134.519, 234.66, -270.001, -134.244, 232.518, -230.036, -270.481, 0.833393, -270.001, -134.244, -235.136, -230.037, 134.519, -232.993, -269.999, 
269.673, 0.566765, -230.007, 135.208, 233.466, -270.001, -135.327, 234.393, -230.006, -269.792, -0.36071, -270.001, -135.327, -233.26, -230.007, 135.208, -234.187, -269.999, 
268.738, 2.18661, -230.103, 135.804, 232.435, -270.001, -136.262, 236.013, -230.101, -269.196, -1.39252, -270.001, -136.262, -231.64, -230.103, 135.804, -235.219, -269.999, 
267.692, 3.99784, -230.342, 136.472, 231.278, -270.001, -137.308, 237.824, -230.34, -268.529, -2.54872, -270.001, -137.308, -229.829, -230.342, 136.471, -236.375, -269.999, 
266.761, 5.60997, -230.671, 137.068, 230.246, -270.001, -138.239, 239.437, -230.671, -267.932, -3.58148, -270.001, -138.239, -228.217, -230.671, 137.068, -237.408, -269.999, 
265.744, 7.37119, -231.159, 137.723, 229.111, -270.001, -139.256, 241.198, -231.159, -267.278, -4.71561, -270.001, -139.256, -226.455, -231.159, 137.722, -238.542, -269.999, 
264.921, 8.79624, -231.65, 138.256, 228.188, -270.001, -140.078, 242.623, -231.65, -266.744, -5.6391, -270.001, -140.078, -225.03, -231.65, 138.256, -239.466, -269.999, 
264.019, 10.3584, -232.288, 138.845, 227.168, -270.001, -140.98, 244.185, -232.288, -266.156, -6.65881, -270.001, -140.98, -223.468, -232.288, 138.844, -240.485, -269.999, 
263.041, 12.0524, -233.098, 139.489, 226.052, -270.001, -141.958, 245.879, -233.098, -265.511, -7.77549, -270.001, -141.958, -221.774, -233.098, 139.489, -241.602, -269.999, 
261.93, 13.9783, -234.168, 140.231, 224.766, -270.001, -143.07, 247.805, -234.168, -264.769, -9.06104, -270.001, -143.07, -219.848, -234.168, 140.231, -242.888, -269.999, 
260.827, 15.8873, -235.384, 140.979, 223.471, -270.001, -144.172, 249.714, -235.384, -264.021, -10.3561, -270.001, -144.172, -217.939, -235.384, 140.979, -244.183, -269.999, 
259.968, 17.3755, -236.44, 141.572, 222.445, -270.001, -145.032, 251.202, -236.44, -263.429, -11.3822, -270.001, -145.032, -216.451, -236.44, 141.571, -245.209, -269.999, 
258.448, 20.0085, -238.54, 142.645, 220.586, -270.001, -146.552, 253.835, -238.54, -262.355, -13.2411, -270.001, -146.552, -213.818, -238.54, 142.645, -247.068, -269.999, 
257.6, 21.4769, -239.84, 143.26, 219.521, -270.001, -147.4, 255.304, -239.84, -261.741, -14.3062, -270.001, -147.4, -212.35, -239.84, 143.26, -248.133, -269.999, 
256.741, 22.9642, -241.25, 143.897, 218.418, -270.001, -148.258, 256.791, -241.25, -261.103, -15.4095, -270.001, -148.258, -210.863, -241.25, 143.897, -249.236, -269.999, 
255.971, 24.2982, -242.595, 144.482, 217.404, -270.001, -149.028, 258.125, -242.595, -260.518, -16.4231, -270.001, -149.028, -209.529, -242.595, 144.482, -250.25, -269.999, 
255.066, 25.8658, -244.272, 145.189, 216.179, -270.001, -149.934, 259.692, -244.272, -259.811, -17.6476, -270.001, -149.933, -207.961, -244.272, 145.189, -251.474, -269.999, 
254.064, 27.6013, -246.252, 146, 214.774, -270.001, -150.936, 261.428, -246.252, -259, -19.0526, -270.001, -150.935, -206.225, -246.252, 146, -252.879, -269.999, 
253.282, 28.9563, -247.887, 146.658, 213.635, -270.001, -151.718, 262.783, -247.887, -258.342, -20.192, -270.001, -151.718, -204.87, -247.887, 146.658, -254.019, -269.999, 
252.541, 30.2401, -249.508, 147.305, 212.515, -270.001, -152.459, 264.067, -249.508, -257.696, -21.3119, -270.001, -152.459, -203.587, -249.508, 147.304, -255.139, -269.999, 
251.939, 31.2824, -250.876, 147.849, 211.572, -270.001, -153.061, 265.109, -250.876, -257.151, -22.255, -270.001, -153.061, -202.544, -250.876, 147.849, -256.082, -269.999, 
251.176, 32.6031, -252.676, 148.568, 210.326, -270.001, -153.823, 266.43, -252.676, -256.432, -23.5008, -270.001, -153.823, -201.224, -252.676, 148.568, -257.327, -269.999, 
250.471, 33.8256, -254.408, 149.269, 209.113, -270.001, -154.529, 267.652, -254.408, -255.731, -24.7143, -270.001, -154.529, -200.001, -254.408, 149.269, -258.541, -269.999, 
249.931, 34.7604, -255.776, 149.832, 208.138, -270.001, -155.069, 268.587, -255.776, -255.168, -25.6892, -270.001, -155.069, -199.066, -255.776, 149.832, -259.516, -269.999, 
249.371, 35.7298, -257.234, 150.445, 207.075, -270.001, -155.629, 269.556, -257.234, -254.555, -26.7521, -270.001, -155.628, -198.097, -257.234, 150.445, -260.579, -269.999, 
248.708, 36.8794, -259.015, 151.221, 205.731, -270.001, -156.292, 270.706, -259.015, -253.779, -28.0959, -270.001, -156.292, -196.947, -259.015, 151.221, -261.923, -269.999, 
248.18, 37.7936, -260.471, 151.885, 204.581, -270.001, -156.82, 271.62, -260.471, -253.115, -29.2458, -270.001, -156.82, -196.033, -260.471, 151.885, -263.072, -269.999, 
247.506, 38.9599, -262.381, 152.812, 202.975, -270.001, -157.493, 272.786, -262.381, -252.188, -30.8516, -270.001, -157.493, -194.867, -262.381, 152.812, -264.678, -269.999, 
247.101, 39.6624, -263.559, 153.429, 201.908, -270.001, -157.899, 273.489, -263.559, -251.572, -31.9192, -270.001, -157.899, -194.164, -263.559, 153.428, -265.746, -269.999, 
246.783, 40.2121, -264.496, 153.952, 201.001, -270.001, -158.216, 274.039, -264.496, -251.048, -32.8255, -270.001, -158.216, -193.615, -264.496, 153.952, -266.652, -269.999, 
246.45, 40.7903, -265.495, 154.553, 199.96, -270.001, -158.55, 274.617, -265.495, -250.447, -33.8674, -270.001, -158.55, -193.037, -265.495, 154.553, -267.694, -269.999, 
246.084, 41.4238, -266.606, 155.296, 198.673, -270.001, -158.916, 275.25, -266.606, -249.704, -35.1539, -270.001, -158.916, -192.403, -266.606, 155.296, -268.98, -269.999, 
245.796, 41.9223, -267.492, 155.973, 197.501, -270.001, -159.204, 275.749, -267.492, -249.028, -36.3257, -270.001, -159.204, -191.904, -267.492, 155.972, -270.152, -269.999, 
245.5, 42.4356, -268.416, 156.812, 196.047, -270.001, -159.5, 276.262, -268.416, -248.188, -37.7797, -270.001, -159.5, -191.391, -268.416, 156.812, -271.606, -269.999, 
245.258, 42.8543, -269.178, 157.711, 194.49, -270.001, -159.742, 276.681, -269.178, -247.289, -39.3371, -270.001, -159.742, -190.972, -269.178, 157.711, -273.164, -269.999, 
245.097, 43.133, -269.689, 158.596, 192.957, -270.001, -159.903, 276.96, -269.689, -246.404, -40.8702, -270.001, -159.903, -190.694, -269.689, 158.596, -274.697, -269.999, 
245.019, 43.2686, -269.939, 159.382, 191.597, -270.001, -159.981, 277.095, -269.939, -245.619, -42.2301, -270.001, -159.981, -190.558, -269.939, 159.381, -276.057, -269.999, 
245.165, 43.0159, -269.999, 159.999, 190.528, -269.996, -159.835, 276.843, -270.001, -245.001, -43.299, -269.996, -159.835, -190.811, -269.999, 159.998, -277.125, -269.995, 
245.976, 41.6106, -269.999, 159.953, 190.607, -269.85, -159.024, 275.438, -270.001, -245.047, -43.2199, -269.85, -159.024, -192.216, -269.999, 159.953, -277.047, -269.85, 
246.532, 40.6483, -269.999, 159.884, 190.726, -269.631, -158.469, 274.475, -270.001, -245.116, -43.101, -269.631, -158.468, -193.178, -269.999, 159.885, -276.928, -269.631, 
247.103, 39.6587, -269.999, 159.782, 190.903, -269.306, -157.897, 273.486, -270.001, -245.218, -42.9238, -269.306, -157.897, -194.168, -269.999, 159.782, -276.751, -269.306, 
247.702, 38.6214, -269.999, 159.641, 191.148, -268.859, -157.298, 272.449, -270.001, -245.359, -42.6788, -268.859, -157.298, -195.205, -269.999, 159.641, -276.506, -268.859, 
248.449, 37.3274, -269.999, 159.415, 191.538, -268.151, -156.551, 271.155, -270.001, -245.585, -42.2886, -268.151, -156.551, -196.499, -269.999, 159.415, -276.116, -268.152, 
249.088, 36.2196, -269.999, 159.18, 191.947, -267.418, -155.912, 270.047, -270.001, -245.821, -41.8803, -267.418, -155.911, -197.607, -269.999, 159.18, -275.707, -267.418, 
249.7, 35.1611, -269.999, 158.918, 192.4, -266.613, -155.3, 268.988, -270.001, -246.082, -41.4271, -266.613, -155.3, -198.666, -269.999, 158.918, -275.254, -266.613, 
250.311, 34.1019, -269.999, 158.621, 192.914, -265.709, -154.689, 267.929, -270.001, -246.379, -40.9125, -265.709, -154.689, -199.725, -269.999, 158.621, -274.74, -265.709, 
251.037, 32.8447, -269.999, 158.223, 193.604, -264.516, -153.963, 266.672, -270.001, -246.777, -40.2233, -264.516, -153.963, -200.982, -269.999, 158.223, -274.05, -264.516, 
251.895, 31.3587, -269.999, 157.69, 194.526, -262.951, -153.105, 265.186, -270.001, -247.31, -39.3009, -262.951, -153.105, -202.468, -269.999, 157.691, -273.128, -262.951, 
252.643, 30.0634, -269.999, 157.173, 195.423, -261.464, -152.357, 263.891, -270.001, -247.828, -38.4038, -261.464, -152.357, -203.763, -269.999, 157.173, -272.231, -261.464, 
253.227, 29.0514, -269.999, 156.734, 196.183, -260.231, -151.773, 262.879, -270.001, -248.267, -37.6437, -260.231, -151.773, -204.775, -269.999, 156.734, -271.471, -260.231, 
253.858, 27.9591, -269.999, 156.227, 197.061, -258.838, -151.142, 261.786, -270.001, -248.773, -36.7664, -258.838, -151.142, -205.868, -269.999, 156.227, -270.594, -258.838, 
254.475, 26.8894, -269.999, 155.699, 197.976, -257.421, -150.525, 260.716, -270.001, -249.301, -35.8513, -257.421, -150.524, -206.937, -269.999, 155.699, -269.678, -257.421, 
255.235, 25.5735, -269.999, 155.006, 199.175, -255.616, -149.765, 259.401, -270.001, -249.994, -34.6517, -255.616, -149.765, -208.253, -269.999, 155.006, -268.479, -255.616, 
255.852, 24.5052, -269.999, 154.41, 200.207, -254.113, -149.148, 258.332, -270.001, -250.59, -33.6197, -254.113, -149.148, -209.321, -269.999, 154.41, -267.447, -254.113, 
256.566, 23.2689, -269.999, 153.684, 201.465, -252.343, -148.434, 257.096, -270.001, -251.316, -32.3624, -252.343, -148.434, -210.558, -269.999, 153.685, -266.189, -252.343, 
257.213, 22.1477, -269.999, 152.994, 202.661, -250.722, -147.787, 255.975, -270.001, -252.007, -31.1658, -250.722, -147.787, -211.679, -269.999, 152.994, -264.993, -250.722, 
257.774, 21.1755, -269.999, 152.371, 203.741, -249.311, -147.226, 255.003, -270.001, -252.63, -30.0865, -249.311, -147.226, -212.651, -269.999, 152.371, -263.914, -249.311, 
258.473, 19.9651, -269.999, 151.565, 205.137, -247.561, -146.527, 253.792, -270.001, -253.436, -28.6904, -247.561, -146.527, -213.862, -269.999, 151.565, -262.518, -247.561, 
259.001, 19.0509, -269.999, 150.935, 206.228, -246.251, -145.999, 252.878, -270.001, -254.066, -27.5994, -246.251, -145.999, -214.776, -269.999, 150.935, -261.426, -246.251, 
259.746, 17.76, -269.999, 150.015, 207.82, -244.43, -145.254, 251.587, -270.001, -254.985, -26.0072, -244.43, -145.254, -216.067, -269.999, 150.015, -259.834, -244.43, 
260.348, 16.7167, -269.999, 149.248, 209.148, -242.993, -144.652, 250.544, -270.001, -255.752, -24.6786, -242.993, -144.651, -217.11, -269.999, 149.248, -258.506, -242.993, 
261.114, 15.3913, -269.999, 148.245, 210.887, -241.227, -143.886, 249.218, -270.001, -256.756, -22.94, -241.227, -143.886, -218.435, -269.999, 148.245, -256.767, -241.227, 
261.894, 14.0399, -269.999, 147.19, 212.714, -239.51, -143.106, 247.867, -270.001, -257.811, -21.1128, -239.51, -143.106, -219.787, -269.999, 147.19, -254.94, -239.51, 
262.519, 12.9565, -269.999, 146.323, 214.216, -238.205, -142.481, 246.784, -270.001, -258.678, -19.6112, -238.205, -142.48, -220.87, -269.999, 146.323, -253.438, -238.205, 
263.176, 11.8198, -269.999, 145.394, 215.824, -236.915, -141.824, 245.647, -270.001, -259.606, -18.0028, -236.915, -141.824, -222.007, -269.999, 145.394, -251.83, -236.915, 
263.807, 10.7259, -269.999, 144.484, 217.4, -235.757, -141.193, 244.553, -270.001, -260.516, -16.4265, -235.757, -141.192, -223.101, -269.999, 144.484, -250.254, -235.757, 
264.448, 9.61617, -269.999, 143.545, 219.026, -234.674, -140.552, 243.443, -270.001, -261.455, -14.8006, -234.674, -140.552, -224.211, -269.999, 143.545, -248.628, -234.674, 
265.165, 8.37385, -269.999, 142.478, 220.875, -233.58, -139.835, 242.201, -270.001, -262.522, -12.9523, -233.579, -139.834, -225.453, -269.999, 142.478, -246.779, -233.579, 
265.745, 7.36886, -269.999, 141.604, 222.389, -232.791, -139.255, 241.196, -270.001, -263.397, -11.4377, -232.791, -139.254, -226.458, -269.999, 141.604, -245.265, -232.791, 
266.332, 6.35198, -269.999, 140.71, 223.937, -232.087, -138.667, 240.179, -270.001, -264.29, -9.88985, -232.087, -138.667, -227.475, -269.999, 140.71, -243.717, -232.087, 
266.904, 5.36246, -269.999, 139.833, 225.457, -231.495, -138.096, 239.189, -270.001, -265.168, -8.37037, -231.495, -138.096, -228.464, -269.999, 139.833, -242.197, -231.495, 
267.652, 4.06691, -269.999, 138.675, 227.462, -230.865, -137.348, 237.894, -270.001, -266.325, -6.36521, -230.865, -137.348, -229.76, -269.999, 138.675, -240.192, -230.865, 
268.246, 3.03794, -269.999, 137.75, 229.065, -230.484, -136.754, 236.865, -270.001, -267.251, -4.7624, -230.484, -136.754, -230.789, -269.999, 137.75, -238.589, -230.484, 
268.864, 1.96806, -269.999, 136.783, 230.738, -230.203, -136.136, 235.795, -270.001, -268.216, -3.08888, -230.203, -136.136, -231.859, -269.999, 136.783, -236.916, -230.204, 
269.574, 0.73741, -269.999, 135.669, 232.668, -230.028, -135.426, 234.564, -270.001, -269.331, -1.15842, -230.028, -135.426, -233.089, -269.999, 135.669, -234.985, -230.029, 
270.242, -0.420309, -269.999, 134.619, 234.487, -230.009, -134.757, 233.407, -270.001, -270.381, 0.660221, -230.009, -134.757, -234.247, -269.999, 134.619, -233.167, -230.01, 
270.96, -1.66254, -269.999, 133.493, 236.437, -230.145, -134.04, 232.164, -270.001, -271.507, 2.60978, -230.145, -134.04, -235.489, -269.999, 133.493, -231.217, -230.146, 
271.603, -2.77594, -269.999, 132.487, 238.18, -230.404, -133.397, 231.051, -270.001, -272.513, 4.35311, -230.404, -133.397, -236.603, -269.999, 132.487, -229.474, -230.405, 
272.246, -3.89093, -269.999, 131.483, 239.918, -230.791, -132.754, 229.936, -270.001, -273.517, 6.09145, -230.791, -132.753, -237.718, -269.999, 131.483, -227.736, -230.792, 
272.843, -4.92452, -269.999, 130.558, 241.521, -231.262, -132.157, 228.902, -270.001, -274.442, 7.6942, -231.262, -132.157, -238.751, -269.999, 130.558, -226.133, -231.264, 
273.562, -6.17043, -269.999, 129.451, 243.438, -231.97, -131.438, 227.657, -270.001, -275.549, 9.61162, -231.97, -131.437, -239.997, -269.999, 129.451, -224.215, -231.97, 
274.195, -7.26691, -269.999, 128.486, 245.11, -232.715, -130.805, 226.56, -270.001, -276.514, 11.2831, -232.715, -130.804, -241.094, -269.999, 128.486, -222.544, -232.715, 
275.127, -8.88076, -269.999, 127.085, 247.537, -234.009, -129.873, 224.946, -270.001, -277.915, 13.7098, -234.009, -129.873, -242.707, -269.999, 127.085, -220.117, -234.009, 
275.963, -10.3279, -269.999, 125.851, 249.673, -235.356, -129.037, 223.499, -270.001, -279.149, 15.8461, -235.356, -129.037, -244.155, -269.999, 125.851, -217.981, -235.356, 
276.559, -11.3606, -269.999, 124.986, 251.171, -236.417, -128.441, 222.466, -270.001, -280.013, 17.3442, -236.417, -128.441, -245.187, -269.999, 124.986, -216.483, -236.417, 
277.322, -12.6829, -269.999, 123.899, 253.053, -237.886, -127.678, 221.144, -270.001, -281.1, 19.2267, -237.886, -127.677, -246.51, -269.999, 123.899, -214.6, -237.886, 
277.95, -13.7701, -269.999, 123.025, 254.568, -239.177, -127.05, 220.057, -270.001, -281.975, 20.7415, -239.177, -127.05, -247.597, -269.999, 123.025, -213.085, -239.177, 
278.607, -14.9087, -269.999, 122.129, 256.12, -240.602, -126.393, 218.918, -270.001, -282.871, 22.2935, -240.602, -126.392, -248.735, -269.999, 122.129, -211.533, -240.602, 
279.341, -16.179, -269.999, 121.155, 257.807, -242.267, -125.659, 217.648, -270.001, -283.845, 23.9798, -242.267, -125.659, -250.006, -269.999, 121.155, -209.847, -242.267, 
280.158, -17.5955, -269.999, 120.104, 259.627, -244.2, -124.841, 216.231, -270.001, -284.895, 25.7999, -244.2, -124.841, -251.422, -269.999, 120.104, -208.027, -244.2, 
280.792, -18.6927, -269.999, 119.317, 260.99, -245.74, -124.208, 215.134, -270.001, -285.682, 27.1632, -245.74, -124.208, -252.519, -269.999, 119.317, -206.663, -245.74, 
281.489, -19.8999, -269.999, 118.48, 262.44, -247.466, -123.511, 213.927, -270.001, -286.52, 28.6136, -247.466, -123.511, -253.727, -269.999, 118.48, -205.213, -247.466, 
